City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
238,Tommot,RU,2021-10-19 20:48:00,58.9564,126.2925,30.72,91,100,10.25
239,Namibe,AO,2021-10-19 20:48:01,-15.1961,12.1522,65.66,89,45,5.93
240,Kudahuvadhoo,MV,2021-10-19 20:48:01,2.6708,72.8944,82.26,75,16,12.15
241,Nouakchott,MR,2021-10-19 20:48:02,18.0858,-15.9785,80.53,51,3,17.4
242,Kaitangata,NZ,2021-10-19 20:48:03,-46.2817,169.8464,50.94,57,21,7.87
243,Ancud,CL,2021-10-19 20:48:03,-41.8697,-73.8203,67.53,81,27,5.88
244,Oriximina,BR,2021-10-19 20:48:04,-1.7656,-55.8661,85.96,59,97,4.41
245,Nisia Floresta,BR,2021-10-19 20:48:04,-6.0911,-35.2086,83.21,78,93,11.65
246,Kiunga,PG,2021-10-19 20:48:04,-6.1219,141.2906,73.22,99,94,0.65
247,Yerbogachen,RU,2021-10-19 20:48:05,61.2767,108.0108,34.97,85,100,11.25
248,Chatellerault,FR,2021-10-19 20:48:05,46.8,0.5333,65.12,43,31,12.71
249,Alice Springs,AU,2021-10-19 20:48:05,-23.7,133.8833,80.15,32,58,5.75
250,Shache,CN,2021-10-19 20:48:06,38.4167,77.2406,52.79,21,85,4.79
251,Krasnoselkup,RU,2021-10-19 20:48:06,65.7,82.4667,40.37,92,100,21.88
252,Macomb,US,2021-10-19 20:48:06,40.4592,-90.6718,71.74,46,1,11.5
253,Linxia,CN,2021-10-19 20:48:07,35.6003,103.2064,39.02,96,100,1.1
254,Kirovsk,UA,2021-10-19 20:48:07,48.6375,38.6428,38.64,56,15,8.01
255,Nome,US,2021-10-19 20:48:08,64.5011,-165.4064,33.87,86,90,17.27
256,Joutseno,FI,2021-10-19 20:48:08,61.118,28.5076,28.76,64,98,5.61
257,Ati,TD,2021-10-19 20:48:08,13.2154,18.3353,91.26,24,22,2.06
258,Lydenburg,ZA,2021-10-19 20:48:09,-25.0978,30.4597,49.41,82,5,3.4
259,Kalikino,RU,2021-10-19 20:48:09,52.9493,39.8269,35.73,91,100,8.16
260,Bridgend,GB,2021-10-19 20:48:09,51.5058,-3.5772,62.82,95,100,11.01
261,Pueblo,US,2021-10-19 20:46:26,38.2545,-104.6091,71.55,15,20,5.99
262,Kalat,PK,2021-10-19 20:48:10,29.0225,66.5916,55.89,13,0,5.97
263,Buala,SB,2021-10-19 20:48:10,-8.145,159.5921,82.11,74,99,2.44
264,La Palma,US,2021-10-19 20:46:16,33.8464,-118.0467,77.76,54,20,5.01
265,Sao Gabriel Da Cachoeira,BR,2021-10-19 20:48:11,-0.1303,-67.0892,87.6,58,40,6.91
266,Lagoa,PT,2021-10-19 20:48:11,39.05,-27.9833,68.2,71,3,14.47
267,Lazaro Cardenas,MX,2021-10-19 20:48:12,17.9583,-102.2,83.57,77,100,4.72
